code,code_type,description,category,common_appeal_argument
N365,RARC,This procedure code is not payable. It is for reporting/information purposes only.,,
N366,RARC,Requested information not provided. The claim will be reopened if the information previously requested is submitted within one year after the date of this denial notice.,,
N367,RARC,"Alert: The claim information has been forwarded to a Consumer Spending Account processor for review; for example, flexible spending account or health savings account.",,
N368,RARC,You must appeal the determination of the previously adjudicated claim.,,
N369,RARC,"Alert: Although this claim has been processed, it is deficient according to state legislation/regulation.",,
N370,RARC,Billing exceeds the rental months covered/approved by the payer.,,
N371,RARC,Alert: title of this equipment must be transferred to the patient.,,
N372,RARC,Only reasonable and necessary maintenance/service charges are covered.,,
N373,RARC,"It has been determined that another payer paid the services as primary when they were not the primary payer. Therefore, we are refunding to the payer that paid as primary on your behalf.",,
N374,RARC,Primary Medicare Part A insurance has been exhausted and a Part B Remittance Advice is required.,,
N375,RARC,Missing/incomplete/invalid questionnaire/information required to determine dependent eligibility.,,
N376,RARC,"Subscriber/patient is assigned to active military duty, therefore primary coverage may be TRICARE.",,
N377,RARC,Payment based on a processed replacement claim.,,
N378,RARC,Missing/incomplete/invalid prescription quantity.,,
N379,RARC,Claim level information does not match line level information.,,
N380,RARC,"The original claim has been processed, submit a corrected claim.",,
N381,RARC,Alert: Consult our contractual agreement for restrictions/billing/payment information related to these charges.,,
N382,RARC,Missing/incomplete/invalid patient identifier.,,
N383,RARC,Not covered when deemed cosmetic.,,
N384,RARC,Records indicate that the referenced body part/tooth has been removed in a previous procedure.,,
N385,RARC,Notification of admission was not timely according to published plan procedures.,,
N386,RARC,This decision was based on a National Coverage Determination (NCD). An NCD provides a coverage determination as to whether a particular item or service is covered. Visit CMS.gov and search for Medicare Coverage Database to find a copy of the policy.,,
N387,RARC,Alert: Submit this claim to the patient's other insurer for potential payment of supplemental benefits. We did not forward the claim information.,,
N388,RARC,Missing/incomplete/invalid prescription number.,,
N389,RARC,Duplicate prescription number submitted.,,
N390,RARC,This service/report cannot be billed separately.,,
N391,RARC,Missing emergency department records.,,
N392,RARC,Incomplete/invalid emergency department records.,,
N393,RARC,Missing progress notes/report.,,
N394,RARC,Incomplete/invalid progress notes/report.,,
N395,RARC,Missing laboratory report.,,
N396,RARC,Incomplete/invalid laboratory report.,,
N397,RARC,Benefits are not available for incomplete service(s)/undelivered item(s).,,
N398,RARC,Missing elective consent form.,,
N399,RARC,Incomplete/invalid elective consent form.,,
N400,RARC,Alert: Electronically enabled providers should submit claims electronically.,,
N401,RARC,Missing periodontal charting.,,
N402,RARC,Incomplete/invalid periodontal charting.,,
N403,RARC,Missing facility certification.,,
N404,RARC,Incomplete/invalid facility certification.,,
N405,RARC,This service is only covered when the donor's insurer(s) do not provide coverage for the service.,,
N406,RARC,This service is only covered when the recipient's insurer(s) do not provide coverage for the service.,,
N407,RARC,You are not an approved submitter for this transmission format.,,
N408,RARC,This payer does not cover deductibles assessed by a previous payer.,,
N409,RARC,This service is related to an accidental injury and is not covered unless provided within a specific time frame from the date of the accident.,,
N410,RARC,Not covered unless the prescription changes.,,
N411,RARC,This service is allowed one time in a 6-month period.,,
N412,RARC,This service is allowed 2 times in a 12-month period.,,
N413,RARC,This service is allowed 2 times in a benefit year.,,
N414,RARC,This service is allowed 4 times in a 12-month period.,,
N415,RARC,This service is allowed 1 time in an 18-month period.,,
N416,RARC,This service is allowed 1 time in a 3-year period.,,
N417,RARC,This service is allowed 1 time in a 5-year period.,,
N418,RARC,Misrouted claim. See the payer's claim submission instructions.,,
N419,RARC,Claim payment was the result of a payer's retroactive adjustment due to a retroactive rate change.,,
N420,RARC,Claim payment was the result of a payer's retroactive adjustment due to a Coordination of Benefits or Third Party Liability Recovery.,,
N421,RARC,Claim payment was the result of a payer's retroactive adjustment due to a review organization decision.,,
N422,RARC,Claim payment was the result of a payer's retroactive adjustment due to a payer's contract incentive program.,,
N423,RARC,Claim payment was the result of a payer's retroactive adjustment due to a non standard program.,,
N424,RARC,Patient does not reside in the geographic area required for this type of payment.,,
N425,RARC,Statutorily excluded service(s).,,
N426,RARC,No coverage when self-administered.,,
N427,RARC,Payment for eyeglasses or contact lenses can be made only after cataract surgery.,,
N428,RARC,Not covered when performed in this place of service.,,
N429,RARC,Not covered when considered routine.,,
N430,RARC,Procedure code is inconsistent with the units billed.,,
N431,RARC,Not covered with this procedure.,,
N432,RARC,Alert: Adjustment based on a Recovery Audit.,,
N433,RARC,Resubmit this claim using only your National Provider Identifier (NPI).,,
N434,RARC,Missing/Incomplete/Invalid Present on Admission indicator.,,
N435,RARC,Exceeds number/frequency approved /allowed within time period without support documentation.,,
N436,RARC,The injury claim has not been accepted and a mandatory medical reimbursement has been made.,,
N437,RARC,"Alert: If the injury claim is accepted, these charges will be reconsidered.",,
N438,RARC,This jurisdiction only accepts paper claims.,,
N439,RARC,Missing anesthesia physical status report/indicators.,,
N440,RARC,Incomplete/invalid anesthesia physical status report/indicators.,,
N441,RARC,This missed/cancelled appointment is not covered.,,
N442,RARC,Payment based on an alternate fee schedule.,,
N443,RARC,Missing/incomplete/invalid total time or begin/end time.,,
N444,RARC,Alert: This facility has not filed the Election for High Cost Outlier form with the Division of Workers' Compensation.,,
N445,RARC,Missing document for actual cost or paid amount.,,
N446,RARC,Incomplete/invalid document for actual cost or paid amount.,,
N447,RARC,Payment is based on a generic equivalent as required documentation was not provided.,,
N448,RARC,This drug/service/supply is not included in the fee schedule or contracted/legislated fee arrangement.,,
